Month,Date,Hour,AirTemperature,DewPointTemperature,Precipitation,PrecipitationDuration,RelativeHumidity,SeaLevelPressure,StationPressure,WindSpeed,WindDirection
Mar-18,2018/3/27,20,20.3,16,0,0,76,1016.1,1012.7,1.3,30
Mar-18,2018/3/27,21,20,15.8,0,0,77,1016.5,1013.1,0.9,20
Mar-18,2018/3/27,22,19.6,15.7,0,0,78,1016.3,1012.9,0.9,40
Mar-18,2018/3/27,23,19.6,15.8,0,0,79,1016.1,1012.7,0.6,40
Mar-18,2018/3/27,24,19.6,15.8,0,0,79,1015.6,1012.2,1.4,60
Mar-18,2018/3/28,1,19.3,15.7,0,0,80,1014.9,1011.5,0.9,10
Mar-18,2018/3/28,2,18.7,15.6,0,0,82,1014.7,1011.3,0.3,50
Mar-18,2018/3/28,3,18,15.2,0,0,84,1014.3,1010.9,0.1,0
Mar-18,2018/3/28,4,17.5,14.4,0,0,82,1014,1010.6,0.7,110
Mar-18,2018/3/28,5,17.2,14.3,0,0,83,1014.6,1011.2,1,110
Mar-18,2018/3/28,6,17.1,13.9,0,0,81,1015.3,1011.9,1.9,110
Mar-18,2018/3/28,7,17.8,14,0,0,78,1015.6,1012.2,1.4,110
Mar-18,2018/3/28,8,20.5,16.9,0,0,80,1015.9,1012.5,1.3,90
Mar-18,2018/3/28,9,23.4,18,0,0,72,1015.9,1012.5,1.1,20
Mar-18,2018/3/28,10,24.3,18.7,0,0,71,1015.8,1012.4,2.7,10
Mar-18,2018/3/28,11,25,19.2,0,0,70,1015.3,1011.9,2.5,10
Mar-18,2018/3/28,12,25.3,19.1,0,0,69,1014.7,1011.3,2.5,20
Mar-18,2018/3/28,13,24.8,19.1,0,0,71,1014.1,1010.7,3.6,10
Mar-18,2018/3/28,14,24.3,18.9,0,0,72,1013.7,1010.3,3.9,30
Mar-18,2018/3/28,15,23.4,18.2,0,0,73,1013.2,1009.8,2.9,20
Mar-18,2018/3/28,16,23.2,18.1,0,0,73,1013,1009.6,2.6,30
Mar-18,2018/3/28,17,22.7,17.9,0,0,74,1013,1009.6,2.7,20
Mar-18,2018/3/28,18,22.5,18.1,0,0,76,1013.4,1010,1.8,20
Mar-18,2018/3/28,19,22,18.1,0,0,79,1013.6,1010.2,0.7,70
Mar-18,2018/3/28,20,21.7,18,0,0,79,1013.9,1010.5,0.6,40
Mar-18,2018/3/28,21,21.4,17.9,0,0,80,1014,1010.6,0.3,70
Mar-18,2018/3/28,22,20.5,17.6,0,0,83,1014.1,1010.7,1.3,70
Mar-18,2018/3/28,23,20.2,17.3,0,0,83,1013.9,1010.5,0.3,100
Mar-18,2018/3/28,24,19.8,17.1,0,0,84,1013.8,1010.4,0.9,90
Mar-18,2018/3/29,1,19.4,16.7,0,0,84,1013.4,1010,0.2,0
Mar-18,2018/3/29,2,18.9,16.2,0,0,84,1013.3,1009.9,0,0
Mar-18,2018/3/29,3,18.6,15.6,0,0,83,1013,1009.6,0.8,80
Mar-18,2018/3/29,4,18.6,15.3,0,0,81,1013.1,1009.7,0.5,80
Mar-18,2018/3/29,5,18.5,15.3,0,0,82,1013.5,1010.1,1.1,90
Mar-18,2018/3/29,6,18.8,15.2,0,0,80,1013.9,1010.5,1.7,100
Mar-18,2018/3/29,7,19.3,16.1,0,0,82,1014.7,1011.3,1.4,100
Mar-18,2018/3/29,8,21.1,16.7,0,0,76,1015.1,1011.7,0.9,80
Mar-18,2018/3/29,9,24.3,19.3,0,0,74,1015,1011.6,0.9,90
Mar-18,2018/3/29,10,24.9,19.2,0,0,71,1015.2,1011.8,0.4,330
Mar-18,2018/3/29,11,26.2,19.8,0,0,68,1014.6,1011.3,1.5,300
Mar-18,2018/3/29,12,26.2,20.5,0,0,71,1014.3,1011,1.5,320
Mar-18,2018/3/29,13,25.6,20.3,0,0,73,1013.7,1010.4,1.7,320
Mar-18,2018/3/29,14,25.9,19.4,0,0,67,1012.8,1009.5,2.1,320
Mar-18,2018/3/29,15,26.5,19.7,0,0,66,1012.4,1009.1,1.4,290
Mar-18,2018/3/29,16,26.9,19.6,0,0,64,1011.9,1008.6,1.9,290
Mar-18,2018/3/29,17,25.8,18.4,0,0,64,1011.9,1008.6,1.6,280
Mar-18,2018/3/29,18,25,18.6,0,0,68,1012.2,1008.9,0.7,320
Mar-18,2018/3/29,19,24.1,18.5,0,0,71,1012.7,1009.3,0.3, V
Mar-18,2018/3/29,20,23.3,18.7,0,0,75,1013.3,1009.9,0.2,0
Mar-18,2018/3/29,21,23.3,15.4,0,0,61,1013.8,1010.4,1.6,60
Mar-18,2018/3/29,22,21.9,16.3,0,0,71,1014.1,1010.7,0.3,80
Mar-18,2018/3/29,23,21,16.2,0,0,74,1014.3,1010.9,0.5,50
Mar-18,2018/3/29,24,20,15.8,0,0,77,1013.9,1010.5,0.5,100
Mar-18,2018/3/30,1,19.8,15.4,0,0,76,1013.7,1010.3,1,80
Mar-18,2018/3/30,2,19.5,15.1,0,0,76,1013.5,1010.1,0.8,110
Mar-18,2018/3/30,3,19.4,15.4,0,0,78,1013.1,1009.7,1.7,90
Mar-18,2018/3/30,4,19.3,15.4,0,0,78,1013,1009.6,1.1,80
Mar-18,2018/3/30,5,19.6,15.6,0,0,78,1013.4,1010,0.9,90
Mar-18,2018/3/30,6,19.3,15.3,0,0,78,1013.8,1010.4,1.2,100
Mar-18,2018/3/30,7,19.8,15.5,0,0,76,1014.6,1011.2,1.6,110
Mar-18,2018/3/30,8,22.1,16.6,0,0,71,1015.1,1011.7,1.2,70
Mar-18,2018/3/30,9,24.8,17.2,0,0,63,1015.7,1012.3,1.5,100
Mar-18,2018/3/30,10,27.1,18.1,0,0,58,1015.6,1012.3,3,70
Mar-18,2018/3/30,11,25.9,17.6,0,0,60,1015.7,1012.4,4,90
Mar-18,2018/3/30,12,27.2,15,0,0,47,1015,1011.7,3.8,60
Mar-18,2018/3/30,13,27.3,15.7,0,0,49,1014.1,1010.8,3.5,30
Mar-18,2018/3/30,14,27.3,16,0,0,50,1013.4,1010.1,4.5,40
Mar-18,2018/3/30,15,27.7,15.5,0,0,47,1012.7,1009.4,5.1,60
Mar-18,2018/3/30,16,27.2,14.7,0,0,46,1012.7,1009.4,3.6,30
Mar-18,2018/3/30,17,26,13.6,0,0,46,1013,1009.7,4.2,40
Mar-18,2018/3/30,18,24.6,15.1,0,0,55,1013.3,1009.9,4.2,20
Mar-18,2018/3/30,19,23.6,14.3,0,0,56,1013.5,1010.1,4,30
Mar-18,2018/3/30,20,23,14,0,0,57,1014,1010.6,3,50
Mar-18,2018/3/30,21,22.7,13.3,0,0,55,1014.4,1011,3.7,50
Mar-18,2018/3/30,22,22.2,12.9,0,0,56,1014.8,1011.4,2.4,60
Mar-18,2018/3/30,23,22.4,13.2,0,0,56,1014.7,1011.3,2.1,50
Mar-18,2018/3/30,24,22.5,12.4,0,0,53,1014.5,1011.1,1.5,70
Mar-18,2018/3/31,1,22.3,12.6,0,0,54,1014.1,1010.7,1.8,80
Mar-18,2018/3/31,2,22.5,12.8,0,0,54,1013.5,1010.1,2.8,90
Mar-18,2018/3/31,3,22,12.9,0,0,56,1013.4,1010,1.4,60
Mar-18,2018/3/31,4,21.5,13.2,0,0,59,1013.6,1010.2,1.6,60
Mar-18,2018/3/31,5,21.1,13.5,0,0,62,1013.8,1010.4,0.9,40
Mar-18,2018/3/31,6,20.7,13.8,0,0,65,1014.5,1011.1,1,60
Mar-18,2018/3/31,7,21.5,14.4,0,0,64,1015,1011.6,1.9,70
Mar-18,2018/3/31,8,23.7,15.7,0,0,61,1015.2,1011.8,3.2,50
Mar-18,2018/3/31,9,25.1,16.3,0,0,58,1015.2,1011.8,2.6,30
Mar-18,2018/3/31,10,26.9,16.1,0,0,52,1014.8,1011.5,3.1,30
Mar-18,2018/3/31,11,27.4,15.7,0,0,49,1014.2,1010.9,3.5,30
Mar-18,2018/3/31,12,28.4,15.7,0,0,46,1012.8,1009.5,3.5,40
Mar-18,2018/3/31,13,28.8,16.2,0,0,46,1011.5,1008.2,3.8,60
Mar-18,2018/3/31,14,29.4,15.8,0,0,44,1010.7,1007.4,3.8,50
Mar-18,2018/3/31,15,29.2,15.3,0,0,43,1010.3,1007,3.3,70
Mar-18,2018/3/31,16,28.7,14.9,0,0,43,1010.2,1006.9,2.9,30
Mar-18,2018/3/31,17,27.4,14.5,0,0,45,1010.4,1007.1,2.3,30
Mar-18,2018/3/31,18,25.6,14.2,0,0,49,1011,1007.7,1.9,40
Mar-18,2018/3/31,19,24.6,14.3,0,0,53,1011.8,1008.4,1.7,60
Mar-18,2018/3/31,20,23.6,14.5,0,0,57,1012.3,1008.9,2.3,60
Mar-18,2018/3/31,21,23.1,14.5,0,0,58,1012.9,1009.5,1.7,80
Mar-18,2018/3/31,22,22.9,14.4,0,0,59,1013.2,1009.8,1.9,70
Mar-18,2018/3/31,23,22.1,14.3,0,0,61,1013.5,1010.1,0.6,80
Mar-18,2018/3/31,24,21.7,14,0,0,62,1013,1009.6,0.9,90
Apr-18,2018/4/1,1,21.8,13.5,0,0,59,1012.9,1009.5,0.9,100
Apr-18,2018/4/1,2,21.3,13.1,0,0,60,1012.9,1009.5,0.9,80
Apr-18,2018/4/1,3,20.5,12.9,0,0,62,1012.5,1009.1,0.9,80
Apr-18,2018/4/1,4,20.5,12.7,0,0,61,1012.2,1008.8,1.5,90
Apr-18,2018/4/1,5,20.2,12.9,0,0,63,1012.5,1009.1,1.3,80
Apr-18,2018/4/1,6,20.3,12.6,0,0,61,1012.8,1009.4,1.5,110
Apr-18,2018/4/1,7,20.6,13.6,0,0,64,1013.3,1009.9,1.7,80
Apr-18,2018/4/1,8,22.3,14.8,0,0,63,1013.8,1010.4,0.9,90
Apr-18,2018/4/1,9,23.9,15.8,0,0,61,1014.6,1011.2,0.8,50
Apr-18,2018/4/1,10,25.2,18.3,0,0,66,1015,1011.6,1.4,290
Apr-18,2018/4/1,11,26.3,19.6,0,0,67,1014.6,1011.3,2,290
Apr-18,2018/4/1,12,26.9,19.9,0,0,66,1014,1010.7,1.8,300
Apr-18,2018/4/1,13,27.2,20,0,0,65,1013.4,1010.1,2.3,310
Apr-18,2018/4/1,14,27.3,19.3,0,0,62,1012.4,1009.1,1.5,310
Apr-18,2018/4/1,15,27.2,18.9,0,0,61,1011.8,1008.5,1.1,300
Apr-18,2018/4/1,16,26.8,18.5,0,0,60,1011.6,1008.3,2.2,290
Apr-18,2018/4/1,17,26.3,17.7,0,0,59,1011.8,1008.5,0.7,310
Apr-18,2018/4/1,18,25.9,17.3,0,0,59,1011.9,1008.6,0.6,40
Apr-18,2018/4/1,19,25.1,16,0,0,57,1012.2,1008.9,1.1,40
Apr-18,2018/4/1,20,24.5,16.1,0,0,59,1012.9,1009.5,0.3,100
Apr-18,2018/4/1,21,23.2,17.5,0,0,70,1013.5,1010.1,1.1,70
Apr-18,2018/4/1,22,22,17.1,0,0,74,1013.4,1010,0.9,80
Apr-18,2018/4/1,23,21.8,16.7,0,0,73,1013.4,1010,1.1,80
Apr-18,2018/4/1,24,21.1,16.1,0,0,73,1013.1,1009.7,0.9,70
Apr-18,2018/4/2,1,20.5,16,0,0,75,1012.9,1009.5,0.4,70
Apr-18,2018/4/2,2,20.1,15.9,0,0,77,1012.9,1009.5,0.6,60
Apr-18,2018/4/2,3,19.9,15.7,0,0,77,1012.5,1009.1,0.6,80
Apr-18,2018/4/2,4,19.5,15.4,0,0,77,1012.5,1009.1,0.6,70
Apr-18,2018/4/2,5,19.4,15.3,0,0,77,1012.8,1009.4,1.1,100
Apr-18,2018/4/2,6,19.3,15.2,0,0,77,1013.4,1010,0.8,70
Apr-18,2018/4/2,7,20.4,15.9,0,0,75,1013.5,1010.1,1.4,90
Apr-18,2018/4/2,8,22.6,17.3,0,0,72,1014.1,1010.7,1.3,90
Apr-18,2018/4/2,9,25.5,19.9,0,0,71,1014.3,1011,0.8,240
Apr-18,2018/4/2,10,25.2,19.9,0,0,72,1014.4,1011,1.5,280
Apr-18,2018/4/2,11,26.3,20.9,0,0,72,1014.2,1010.9,2.3,290
Apr-18,2018/4/2,12,26.9,20.8,0,0,69,1013.8,1010.5,2.4,290
Apr-18,2018/4/2,13,26.5,21.3,0,0,73,1013.1,1009.8,1.8,300
Apr-18,2018/4/2,14,25.9,20.8,0,0,74,1012.5,1009.2,1.8,300
Apr-18,2018/4/2,15,25,20.3,0,0,75,1012.2,1008.9,2.3,290
Apr-18,2018/4/2,16,25.2,20.4,0,0,75,1012.4,1009.1,1.6,310
Apr-18,2018/4/2,17,24.3,19.3,0,0,74,1012.6,1009.2,1.9,300
Apr-18,2018/4/2,18,23.9,18.4,0,0,71,1012.6,1009.2,1.2,300
Apr-18,2018/4/2,19,23.6,18.2,0,0,72,1012.9,1009.5,0.3,250
Apr-18,2018/4/2,20,23.2,18.5,0,0,75,1013.5,1010.1,0.9,70
Apr-18,2018/4/2,21,22.8,18.7,0,0,78,1014.1,1010.7,1,60
Apr-18,2018/4/2,22,22.3,18.5,0,0,79,1014.3,1010.9,1.1,60
Apr-18,2018/4/2,23,21.7,18.1,0,0,80,1014.6,1011.2,0.3,90
Apr-18,2018/4/2,24,21.7,17.6,0,0,78,1014.7,1011.3,0.4,90
Apr-18,2018/4/3,1,21.2,17.2,0,0,78,1014.1,1010.7,0.5,90
Apr-18,2018/4/3,2,20.8,17,0,0,79,1013.7,1010.3,0.5,70
Apr-18,2018/4/3,3,20.4,16.6,0,0,79,1013.4,1010,1.3,90
Apr-18,2018/4/3,4,20.3,16.5,0,0,79,1012.9,1009.5,1.2,90
Apr-18,2018/4/3,5,20.2,16.4,0,0,79,1013.2,1009.8,1.3,100
Apr-18,2018/4/3,6,20.1,16.3,0,0,79,1013.9,1010.5,1.1,100
Apr-18,2018/4/3,7,21,17.3,0,0,79,1014.5,1011.1,1.4,70
Apr-18,2018/4/3,8,23.2,18.7,0,0,76,1015,1011.6,1.1,70
Apr-18,2018/4/3,9,25.7,19.3,0,0,68,1015.3,1011.9,1.1,210
Apr-18,2018/4/3,10,26.3,19.6,0,0,67,1015.1,1011.8,0.8,230
Apr-18,2018/4/3,11,26.2,20.7,0,0,72,1015.3,1012,2.6,300
Apr-18,2018/4/3,12,25.6,20.9,0,0,75,1015.3,1011.9,2.7,300
Apr-18,2018/4/3,13,26.8,20.6,0,0,69,1014.6,1011.3,1.7,300
Apr-18,2018/4/3,14,26.5,20.3,0,0,69,1014,1010.7,2.7,290
Apr-18,2018/4/3,15,25.4,19.7,0,0,71,1013.7,1010.4,2.4,300
Apr-18,2018/4/3,16,25.5,19.1,0,0,68,1013.6,1010.3,2.2,310
Apr-18,2018/4/3,17,25,18.7,0,0,68,1013.7,1010.3,2.2,270
Apr-18,2018/4/3,18,24.6,18.5,0,0,69,1013.6,1010.2,0.8,280
Apr-18,2018/4/3,19,24,18.1,0,0,70,1013.5,1010.1,0.1,0
Apr-18,2018/4/3,20,23.8,18.5,0,0,72,1013.9,1010.5,0.5,60
Apr-18,2018/4/3,21,23.2,18.4,0,0,74,1014.7,1011.3,0.4,60
Apr-18,2018/4/3,22,22.9,18.5,0,0,76,1015,1011.6,0.3,90
Apr-18,2018/4/3,23,21.9,18.3,0,0,80,1015,1011.6,0.5,90
Apr-18,2018/4/3,24,21.6,18.1,0,0,80,1014.6,1011.2,0.9,90
Apr-18,2018/4/4,1,21.1,17.7,0,0,81,1014,1010.6,0.7,80
Apr-18,2018/4/4,2,20.9,17.3,0,0,80,1013.5,1010.1,1.6,100
Apr-18,2018/4/4,3,20.6,17.1,0,0,80,1012.8,1009.4,0.6,90
Apr-18,2018/4/4,4,20.3,16.8,0,0,80,1012.7,1009.3,0.7,100
Apr-18,2018/4/4,5,20.1,16.7,0,0,81,1013.2,1009.8,0.9,90
Apr-18,2018/4/4,6,20.2,16.4,0,0,79,1013.6,1010.2,1.6,100
Apr-18,2018/4/4,7,21.1,17,0,0,77,1014.3,1010.9,1.2,100
Apr-18,2018/4/4,8,22.3,17.4,0,0,74,1014.9,1011.5,1.1,100
Apr-18,2018/4/4,9,24.4,18.4,0,0,69,1015.3,1011.9,0.1,0
Apr-18,2018/4/4,10,26,19,0,0,65,1014.9,1011.6,0.1,0
Apr-18,2018/4/4,11,26.5,19.1,0,0,64,1014.6,1011.3,1,320
Apr-18,2018/4/4,12,27.9,19.5,0,0,60,1013.8,1010.5,1.8,310
Apr-18,2018/4/4,13,27.5,19.1,0,0,60,1013.4,1010.1,2.1,310
Apr-18,2018/4/4,14,27.2,19.4,0,0,62,1012.8,1009.5,2.7,290
Apr-18,2018/4/4,15,27,19.2,0,0,62,1012.1,1008.8,2,280
Apr-18,2018/4/4,16,26.5,19.6,0,0,66,1012,1008.7,2.1,300
Apr-18,2018/4/4,17,25.3,19.2,0,0,69,1012,1008.7,1.7,290
Apr-18,2018/4/4,18,24.9,19.3,0,0,71,1012.5,1009.1,0.9,320
Apr-18,2018/4/4,19,24.4,19.4,0,0,74,1012.9,1009.5,1.2,340
Apr-18,2018/4/4,20,24.2,18.8,0,0,72,1013.4,1010,1.5,30
Apr-18,2018/4/4,21,24.1,19,0,0,73,1013.8,1010.4,1.1,40
Apr-18,2018/4/4,22,23.7,18.8,0,0,74,1014,1010.6,1,90
Apr-18,2018/4/4,23,23.4,18.6,0,0,74,1013.7,1010.3,0.8,80
Apr-18,2018/4/4,24,23.2,18.7,0,0,76,1013.3,1009.9,0.9,50
Apr-18,2018/4/5,1,22.7,18.8,0,0,79,1012.9,1009.5,0.9,60
Apr-18,2018/4/5,2,22.5,18.6,0,0,79,1012.6,1009.2,0.9,80
Apr-18,2018/4/5,3,22.1,18.1,0,0,78,1012.5,1009.1,0.3,100
Apr-18,2018/4/5,4,21.4,18.1,0,0,81,1012.4,1009,0.5,90
Apr-18,2018/4/5,5,21.1,17.3,0,0,79,1012.9,1009.5,1.5,100
Apr-18,2018/4/5,6,21,16.9,0,0,77,1012.9,1009.5,1.5,100
Apr-18,2018/4/5,7,21.7,18,0,0,79,1012.9,1009.5,0.7,70
Apr-18,2018/4/5,8,23.5,18.7,0,0,74,1013.3,1009.9,0.8,100
Apr-18,2018/4/5,9,24.9,20.3,0,0,76,1013.7,1010.3,1.8,300
Apr-18,2018/4/5,10,25,20.8,0,0,78,1013.6,1010.2,1.9,310
Apr-18,2018/4/5,11,25.4,21,0,0,77,1013.1,1009.8,2,300
Apr-18,2018/4/5,12,26.9,21.6,0,0,73,1012.7,1009.4,2.2,280
Apr-18,2018/4/5,13,26.9,20.2,0,0,67,1012.1,1008.8,2.9,300
Apr-18,2018/4/5,14,27,19.1,0,0,62,1011.4,1008.1,2.1,300
Apr-18,2018/4/5,15,25.8,19.6,0,0,69,1011,1007.7,2.4,290
Apr-18,2018/4/5,16,24.8,19.3,0,0,72,1011.2,1007.9,2.6,290
Apr-18,2018/4/5,17,24.9,18.5,0,0,68,1011,1007.7,0.4,330
Apr-18,2018/4/5,18,25,17.9,0,0,65,1010.9,1007.6,0,0
Apr-18,2018/4/5,19,24.5,18.2,0,0,68,1011.2,1007.8,0.6,80
Apr-18,2018/4/5,20,24.1,18.5,0,0,71,1011.7,1008.3,0.5,90
Apr-18,2018/4/5,21,24,18.9,0,0,73,1012.4,1009,0.6,80
Apr-18,2018/4/5,22,23.6,18.9,0,0,75,1012.4,1009,0.7,90
Apr-18,2018/4/5,23,23.4,18.6,0,0,74,1011.9,1008.5,1,100
Apr-18,2018/4/5,24,22.9,18.2,0,0,75,1011.4,1008,0.9,100
Apr-18,2018/4/6,1,22.6,18,0,0,75,1011.2,1007.8,0.7,80
Apr-18,2018/4/6,2,22.7,17.8,0,0,74,1011.1,1007.7,0.3,90
Apr-18,2018/4/6,3,22.5,17.6,0,0,74,1011.1,1007.7,1.9,100
Apr-18,2018/4/6,4,22.6,17.4,0,0,72,1011.3,1007.9,0.4,80
Apr-18,2018/4/6,5,22.6,17.6,0,0,73,1012,1008.6,0.9,110
Apr-18,2018/4/6,6,22.4,17.5,0,0,74,1012.6,1009.2,1,110
Apr-18,2018/4/6,7,22.8,17.8,0,0,73,1013.4,1010,1.8,100
Apr-18,2018/4/6,8,25.1,19.1,0,0,69,1014.1,1010.7,1.2,110
Apr-18,2018/4/6,9,26.6,20.3,0,0,68,1014.5,1011.2,0.4,200
Apr-18,2018/4/6,10,26.1,20.5,0,0,71,1015.2,1011.9,1.2,340
Apr-18,2018/4/6,11,19.8,15.9,0,0.2,78,1016.4,1013,4.3,10
Apr-18,2018/4/6,12,18.9,15.1,0,0,79,1016.7,1013.3,4.5,20
Apr-18,2018/4/6,13,18.4,14.7,0,0,79,1017,1013.6,4,20
Apr-18,2018/4/6,14,18,14.1,0,0,78,1017.3,1013.9,2.9,40
Apr-18,2018/4/6,15,17.4,13.9,0,0,80,1017.6,1014.1,3.6,30
Apr-18,2018/4/6,16,17.1,13.3,0,0,78,1018.2,1014.7,3.9,20
Apr-18,2018/4/6,17,16.6,12.9,0,0,79,1018.4,1014.9,3.6,30
Apr-18,2018/4/6,18,16.3,12.6,0,0,79,1019.5,1016,4.2,30
Apr-18,2018/4/6,19,15.7,11.6,0,0,77,1020.6,1017.1,4,30
Apr-18,2018/4/6,20,15.7,8.6,0,0,63,1021.8,1018.3,3.9,30
Apr-18,2018/4/6,21,15.7,9.2,0,0,65,1023.1,1019.6,4.5,70
Apr-18,2018/4/6,22,14.1,9,0,0,71,1023.3,1019.8,4,70
Apr-18,2018/4/6,23,13.5,8.7,0,0.5,73,1023.3,1019.8,4.5,80
Apr-18,2018/4/6,24,14.3,8.6,0,0,69,1023.2,1019.7,4.6,80
Apr-18,2018/4/7,1,14.1,8.5,0,0,69,1023.4,1019.9,3.9,70
Apr-18,2018/4/7,2,13.2,9,0.5,0.3,76,1023.4,1019.9,4,80
Apr-18,2018/4/7,3,13.7,8.2,0,0,69,1022.9,1019.4,4,80
Apr-18,2018/4/7,4,13.7,8.7,0,0,72,1022.9,1019.4,3,70
Apr-18,2018/4/7,5,13.8,8.5,0,0,70,1023,1019.5,3.6,80
Apr-18,2018/4/7,6,13.5,8.4,0,0.8,71,1023.7,1020.2,3.9,70
Apr-18,2018/4/7,7,13.2,9,0.5,1,76,1024.9,1021.4,3.9,80
Apr-18,2018/4/7,8,13.3,9.3,0.5,1,77,1025.3,1021.8,3.2,80
Apr-18,2018/4/7,9,14.1,9.4,0.5,1,73,1025.2,1021.7,3.6,80
Apr-18,2018/4/7,10,14.4,9.9,0,1,74,1025.4,1021.9,3.6,60
Apr-18,2018/4/7,11,14.7,9.7,0,1,72,1024.5,1021,3.2,60
Apr-18,2018/4/7,12,14.9,9.9,0.5,1,72,1023.9,1020.4,2.8,40
Apr-18,2018/4/7,13,15.4,10.1,0,0.2,71,1023.4,1019.9,2.7,70
Apr-18,2018/4/7,14,16.7,10.4,0,0,66,1023.1,1019.6,2.9,50
Apr-18,2018/4/7,15,17.4,8.9,0,0,57,1022.6,1019.1,3.2,30
Apr-18,2018/4/7,16,17,7.3,0,0,53,1022.6,1019.1,3,30
Apr-18,2018/4/7,17,16.6,7,0,0,53,1022.5,1019,1.8,30
Apr-18,2018/4/7,18,15.9,6,0,0,52,1023.2,1019.7,1.9,20
Apr-18,2018/4/7,19,15.4,5.6,0,0,52,1023.5,1020,2.7,80
Apr-18,2018/4/7,20,15.3,5.1,0,0,51,1023.7,1020.2,3,60
Apr-18,2018/4/7,21,15.2,5,0,0,51,1024.1,1020.6,3.1,70
Apr-18,2018/4/7,22,15.1,4.3,0,0,48,1023.6,1020.1,3,70
Apr-18,2018/4/7,23,15.6,2.9,0,0,42,1023.2,1019.7,1.5,50
Apr-18,2018/4/7,24,15.8,2.4,0,0,40,1022.2,1018.7,1.9,50
Apr-18,2018/4/8,1,15.9,2.5,0,0,40,1021.9,1018.4,1.3,20
Apr-18,2018/4/8,2,15.7,3.6,0,0,44,1021.4,1017.9,2,30
Apr-18,2018/4/8,3,15.2,4.7,0,0,49,1020.7,1017.2,0.8,40
Apr-18,2018/4/8,4,14.8,5.9,0,0,55,1019.9,1016.4,0.9,80
Apr-18,2018/4/8,5,14.7,6.3,0,0,57,1019.5,1016,1.4,80
Apr-18,2018/4/8,6,15.2,7.1,0,0,58,1019.9,1016.4,0.3,100
Apr-18,2018/4/8,7,16.1,7.9,0,0,58,1020,1016.5,2,90
Apr-18,2018/4/8,8,18.2,9.9,0,0,58,1020.1,1016.6,2.1,80
Apr-18,2018/4/8,9,20.8,11.1,0,0,54,1020.4,1017,1.1,100
Apr-18,2018/4/8,10,22.6,12.1,0,0,51,1020.3,1016.9,0.9,100
Apr-18,2018/4/8,11,24.4,12.7,0,0,48,1019.8,1016.4,0.9,290
Apr-18,2018/4/8,12,24.1,13.1,0,0,50,1019.3,1015.9,1.4,340
Apr-18,2018/4/8,13,24.1,13.4,0,0,51,1018.7,1015.3,3.3,280
Apr-18,2018/4/8,14,24.8,14,0,0,51,1018.3,1014.9,2.1,300
Apr-18,2018/4/8,15,24.3,13.5,0,0,51,1018,1014.6,2.7,280
Apr-18,2018/4/8,16,24.5,13.3,0,0,50,1017.7,1014.3,1.7,260
Apr-18,2018/4/8,17,23.4,11.8,0,0,48,1018,1014.6,1.2,240
Apr-18,2018/4/8,18,22,11.4,0,0,51,1018.3,1014.9,0.5,240
Apr-18,2018/4/8,19,21.2,11.7,0,0,55,1018.7,1015.3,0.6,180
Apr-18,2018/4/8,20,20.6,11.8,0,0,57,1019.1,1015.7,0.4,170
Apr-18,2018/4/8,21,19.1,12.9,0,0,67,1019.7,1016.3,1.1,80
Apr-18,2018/4/8,22,17.9,12.9,0,0,73,1020.1,1016.6,1.5,100
Apr-18,2018/4/8,23,17.5,12.7,0,0,73,1020.1,1016.6,1.9,110
Apr-18,2018/4/8,24,17,12.1,0,0,73,1019.9,1016.4,2,100
Apr-18,2018/4/9,1,16.8,11.5,0,0,71,1019.6,1016.1,1.9,100
Apr-18,2018/4/9,2,16.4,11.5,0,0,73,1019.3,1015.8,1.3,80
Apr-18,2018/4/9,3,16,10.9,0,0,72,1018.9,1015.4,2,110
Apr-18,2018/4/9,4,15.5,10.4,0,0,72,1019.1,1015.6,2.2,100
Apr-18,2018/4/9,5,15.4,10.3,0,0,72,1019.6,1016.1,1.8,90
Apr-18,2018/4/9,6,15.7,10.4,0,0,71,1019.8,1016.3,1.4,100
Apr-18,2018/4/9,7,16.4,11.3,0,0,72,1020.3,1016.8,1.9,110
Apr-18,2018/4/9,8,19.1,13,0,0,68,1020.1,1016.7,1.9,100
Apr-18,2018/4/9,9,21.5,14.8,0,0,66,1020,1016.6,0.7, V
Apr-18,2018/4/9,10,23.3,15,0,0,60,1019.5,1016.1,0.9,310
Apr-18,2018/4/9,11,24.8,16.8,0,0,61,1019.2,1015.8,2,300
Apr-18,2018/4/9,12,24.9,17.2,0,0,62,1018.6,1015.2,1.8,310
Apr-18,2018/4/9,13,24.5,16.3,0,0,60,1017.7,1014.3,2,350
Apr-18,2018/4/9,14,24.5,16.5,0,0,61,1017.1,1013.7,2.3,320
Apr-18,2018/4/9,15,24.1,16.6,0,0,63,1016.4,1013,2,330
Apr-18,2018/4/9,16,23.3,16.1,0,0,64,1016.2,1012.8,1.5,340
Apr-18,2018/4/9,17,22.7,16.3,0,0,67,1016.2,1012.8,1.4,310
Apr-18,2018/4/9,18,22.1,16.7,0,0,71,1016.3,1012.9,1.6,350
Apr-18,2018/4/9,19,21.7,16.7,0,0,73,1016.6,1013.2,0.3,330
Apr-18,2018/4/9,20,21.4,17,0,0,76,1017.2,1013.8,0.3,290
Apr-18,2018/4/9,21,21,16.9,0,0,77,1017.6,1014.2,0.7,70
Apr-18,2018/4/9,22,20.1,16.5,0,0,80,1017.6,1014.2,0.3,70
